2016-04-19 10:30:29,299 [main] INFO  org.eclipse.jetty.util.log [Line:186] - Logging initialized @1549ms
2016-04-19 10:30:29,923 [main] INFO  org.eclipse.jetty.server.Server [Line:327] - jetty-9.2.10.v20150310
2016-04-19 10:30:29,986 [main] INFO  / [Line:2052] - Initializing Spring root WebApplicationContext
2016-04-19 10:30:29,986 [main] INFO  o.s.web.context.ContextLoader [Line:285] - Root WebApplicationContext: initialization started
2016-04-19 10:30:30,119 [main] INFO  o.s.w.c.s.XmlWebApplicationContext [Line:510] - Refreshing Root WebApplicationContext: startup date [Tue Apr 19 10:30:30 CST 2016]; root of context hierarchy
2016-04-19 10:30:30,191 [main] INFO  o.s.b.f.xml.XmlBeanDefinitionReader [Line:317] - Loading XML bean definitions from ServletContext resource [/WEB-INF/applicationContext.xml]
2016-04-19 10:30:31,156 [main] INFO  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor [Line:153] - JSR-330 'javax.inject.Inject' annotation found and supported for autowiring
2016-04-19 10:30:31,427 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping [Line:220] - Mapped "{[/es/query],methods=[GET],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public java.lang.Object zx.soft.tksdn.spring.controller.QueryController.queryData(javax.servlet.http.HttpServletRequest)
2016-04-19 10:30:32,128 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerAdapter [Line:523] - Looking for @ControllerAdvice: Root WebApplicationContext: startup date [Tue Apr 19 10:30:30 CST 2016]; root of context hierarchy
2016-04-19 10:30:32,163 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerAdapter [Line:523] - Looking for @ControllerAdvice: Root WebApplicationContext: startup date [Tue Apr 19 10:30:30 CST 2016]; root of context hierarchy
2016-04-19 10:30:32,224 [main] INFO  o.s.web.context.ContextLoader [Line:325] - Root WebApplicationContext: initialization completed in 2238 ms
2016-04-19 10:30:32,228 [main] INFO  / [Line:2052] - Initializing Spring FrameworkServlet 'org.springframework.web.servlet.DispatcherServlet-12cdcf4'
2016-04-19 10:30:32,229 [main] INFO  o.s.web.servlet.DispatcherServlet [Line:484] - FrameworkServlet 'org.springframework.web.servlet.DispatcherServlet-12cdcf4': initialization started
2016-04-19 10:30:32,278 [main] INFO  o.s.web.servlet.DispatcherServlet [Line:503] - FrameworkServlet 'org.springframework.web.servlet.DispatcherServlet-12cdcf4': initialization completed in 49 ms
2016-04-19 10:30:32,279 [main] INFO  o.e.j.server.handler.ContextHandler [Line:744] - Started o.e.j.s.ServletContextHandler@4493d195{/,file:/home/lb/workspace/tksdn-search/tksdn-springdemo/target/classes/webapp/,AVAILABLE}
2016-04-19 10:30:32,457 [main] INFO  o.e.jetty.server.ServerConnector [Line:266] - Started ServerConnector@59ec2012{HTTP/1.1}{0.0.0.0:8900}
2016-04-19 10:30:32,458 [main] INFO  org.eclipse.jetty.server.Server [Line:379] - Started @4763ms
2016-04-19 10:30:32,458 [main] INFO  z.s.t.spring.server.QueryApiServer [Line:62 ] - Server started at port 8900
2016-04-19 10:30:57,683 [qtp1917513796-14 - /es/query?q=%E5%85%9Anot%E4%BA%94not%E7%BB%8F%E6%B5%8E&hlfl=content&agg=src_ip] INFO  z.s.t.s.controller.QueryController [Line:41 ] - QueryParams [indexName=tekuan, indexType=record, preferenceType=, searchType=, includes=null, q=党not五not经济, termAgg=src_ip, dateHistAgg=, term=, value=, hlfl=content, rangeFiled=, rangeStart=, rangeEnd=, timeZone=, sort=, from=0, size=10]
2016-04-19 10:30:57,837 [qtp1917513796-14 - /es/query?q=%E5%85%9Anot%E4%BA%94not%E7%BB%8F%E6%B5%8E&hlfl=content&agg=src_ip] INFO  zx.soft.utils.config.ConfigUtil [Line:33 ] - Load resource: utils.properties
2016-04-19 10:30:57,843 [qtp1917513796-14 - /es/query?q=%E5%85%9Anot%E4%BA%94not%E7%BB%8F%E6%B5%8E&hlfl=content&agg=src_ip] INFO  zx.soft.utils.config.ConfigUtil [Line:33 ] - Load resource: elasticsearch.properties
2016-04-19 10:30:58,286 [qtp1917513796-14 - /es/query?q=%E5%85%9Anot%E4%BA%94not%E7%BB%8F%E6%B5%8E&hlfl=content&agg=src_ip] INFO  org.elasticsearch.plugins [Line:180] - [Cold War] modules [], plugins [], sites []
2016-04-19 10:31:02,044 [qtp1917513796-14 - /es/query?q=%E5%85%9Anot%E4%BA%94not%E7%BB%8F%E6%B5%8E&hlfl=content&agg=src_ip] INFO  zx.soft.tksdn.es.query.ESQueryCore [Line:86 ] - numFound=77246
2016-04-19 10:31:02,044 [qtp1917513796-14 - /es/query?q=%E5%85%9Anot%E4%BA%94not%E7%BB%8F%E6%B5%8E&hlfl=content&agg=src_ip] INFO  zx.soft.tksdn.es.query.ESQueryCore [Line:87 ] - QTime=1598
2016-04-19 10:33:27,248 [qtp1917513796-17 - /es/query?q=keyword:(%E7%94%9F%E6%B4%BB)and:(%E5%85%9Anot%E4%BA%94not%E7%BB%8F%E6%B5%8E)&hlfl=content&agg=src_ip] INFO  z.s.t.s.controller.QueryController [Line:41 ] - QueryParams [indexName=tekuan, indexType=record, preferenceType=, searchType=, includes=null, q=keyword:(生活)and:(党not五not经济), termAgg=src_ip, dateHistAgg=, term=, value=, hlfl=content, rangeFiled=, rangeStart=, rangeEnd=, timeZone=, sort=, from=0, size=10]
2016-04-19 10:33:27,532 [qtp1917513796-17 - /es/query?q=keyword:(%E7%94%9F%E6%B4%BB)and:(%E5%85%9Anot%E4%BA%94not%E7%BB%8F%E6%B5%8E)&hlfl=content&agg=src_ip] WARN  o.e.jetty.servlet.ServletHandler [Line:620] - 
org.springframework.web.util.NestedServletException: Request processing failed; nested exception is Failed to execute phase [query], all shards failed; shardFailures {[AUTzVT9cQLezZg1Nh1sKFg][tekuan][0]: RemoteTransportException[[node-7][192.168.3.60:9300][indices:data/read/search[phase/query]]]; nested: SearchParseException[failed to parse search source [{"query":{"query_string":{"query":"KEYW OR D:(生活) AND :(党 NOT 五 NOT 经济)"}},"explain":true,"aggregations":{"src_ip":{"terms":{"field":"src_ip","size":15}}},"highlight":{"pre_tags":["<span style=\"color:red\">"],"post_tags":["</span>"],"fragment_size":10000,"fields":{"content":{}}}}]]; nested: QueryParsingException[Failed to parse query [KEYW OR D:(生活) AND :(党 NOT 五 NOT 经济)]]; nested: NotSerializableExceptionWrapper[Cannot parse 'KEYW OR D:(生活) AND :(党 NOT 五 NOT 经济)': Encountered " ":" ": "" at line 1, column 19.
Was expecting one of:
	at org.apache.lucene.queryparser.classic.MapperQueryParser.parse(MapperQueryParser.java:848) ~[elasticsearch-2.2.0.jar:5.4.1 1725212 - jpountz - 2016-01-18 11:45:39]
	at org.elasticsearch.index.query.QueryStringQueryParser.parse(QueryStringQueryParser.java:227) ~[elasticsearch-2.2.0.jar:2.2.0]
	at org.elasticsearch.index.query.QueryParseContext.parseInnerQuery(QueryParseContext.java:256) ~[elasticsearch-2.2.0.jar:2.2.0]
	at org.elasticsearch.index.query.IndexQueryParserService.innerParse(IndexQueryParserService.java:303) ~[elasticsearch-2.2.0.jar:2.2.0]
	at org.elasticsearch.index.query.IndexQueryParserService.parse(IndexQueryParserService.java:206) ~[elasticsearch-2.2.0.jar:2.2.0]
	at org.elasticsearch.index.query.IndexQueryParserService.parse(IndexQueryParserService.java:201) ~[elasticsearch-2.2.0.jar:2.2.0]
	at org.elasticsearch.search.query.QueryParseElement.parse(QueryParseElement.java:33) ~[elasticsearch-2.2.0.jar:2.2.0]
	at org.elasticsearch.search.SearchService.parseSource(SearchService.java:836) ~[elasticsearch-2.2.0.jar:2.2.0]
	at org.elasticsearch.search.SearchService.createContext(SearchService.java:652) ~[elasticsearch-2.2.0.jar:2.2.0]
	at org.elasticsearch.search.SearchService.createAndPutContext(SearchService.java:618) ~[elasticsearch-2.2.0.jar:2.2.0]
	at org.elasticsearch.search.SearchService.executeQueryPhase(SearchService.java:369) ~[elasticsearch-2.2.0.jar:2.2.0]
	at org.elasticsearch.search.action.SearchServiceTransportAction$SearchQueryTransportHandler.messageReceived(SearchServiceTransportAction.java:368) ~[elasticsearch-2.2.0.jar:2.2.0]
	at org.elasticsearch.search.action.SearchServiceTransportAction$SearchQueryTransportHandler.messageReceived(SearchServiceTransportAction.java:365) ~[elasticsearch-2.2.0.jar:2.2.0]
	at org.elasticsearch.transport.netty.MessageChannelHandler$RequestHandler.doRun(MessageChannelHandler.java:299) ~[elasticsearch-2.2.0.jar:2.2.0]
	at org.elasticsearch.common.util.concurrent.AbstractRunnable.run(AbstractRunnable.java:37) ~[elasticsearch-2.2.0.jar:2.2.0]
	... 3 common frames omitted
2016-04-19 10:34:55,161 [qtp1917513796-17 - /es/query?q=keyword:(%E7%94%9F%E6%B4%BB)andcontent:(%E5%85%9Anot%E4%BA%94not%E7%BB%8F%E6%B5%8E)&hlfl=content&agg=src_ip] INFO  z.s.t.s.controller.QueryController [Line:41 ] - QueryParams [indexName=tekuan, indexType=record, preferenceType=, searchType=, includes=null, q=keyword:(生活)andcontent:(党not五not经济), termAgg=src_ip, dateHistAgg=, term=, value=, hlfl=content, rangeFiled=, rangeStart=, rangeEnd=, timeZone=, sort=, from=0, size=10]
2016-04-19 10:34:55,213 [qtp1917513796-17 - /es/query?q=keyword:(%E7%94%9F%E6%B4%BB)andcontent:(%E5%85%9Anot%E4%BA%94not%E7%BB%8F%E6%B5%8E)&hlfl=content&agg=src_ip] INFO  zx.soft.tksdn.es.query.ESQueryCore [Line:86 ] - numFound=0
2016-04-19 10:34:55,213 [qtp1917513796-17 - /es/query?q=keyword:(%E7%94%9F%E6%B4%BB)andcontent:(%E5%85%9Anot%E4%BA%94not%E7%BB%8F%E6%B5%8E)&hlfl=content&agg=src_ip] INFO  zx.soft.tksdn.es.query.ESQueryCore [Line:87 ] - QTime=49
2016-04-19 10:35:39,728 [qtp1917513796-17 - /es/query?q=keyword:%E7%94%9F%E6%B4%BBandcontent:(%E5%85%9Anot%E4%BA%94not%E7%BB%8F%E6%B5%8E)&hlfl=content&agg=src_ip] INFO  z.s.t.s.controller.QueryController [Line:41 ] - QueryParams [indexName=tekuan, indexType=record, preferenceType=, searchType=, includes=null, q=keyword:生活andcontent:(党not五not经济), termAgg=src_ip, dateHistAgg=, term=, value=, hlfl=content, rangeFiled=, rangeStart=, rangeEnd=, timeZone=, sort=, from=0, size=10]
2016-04-19 10:35:39,735 [qtp1917513796-17 - /es/query?q=keyword:%E7%94%9F%E6%B4%BBandcontent:(%E5%85%9Anot%E4%BA%94not%E7%BB%8F%E6%B5%8E)&hlfl=content&agg=src_ip] INFO  zx.soft.tksdn.es.query.ESQueryCore [Line:86 ] - numFound=0
2016-04-19 10:35:39,735 [qtp1917513796-17 - /es/query?q=keyword:%E7%94%9F%E6%B4%BBandcontent:(%E5%85%9Anot%E4%BA%94not%E7%BB%8F%E6%B5%8E)&hlfl=content&agg=src_ip] INFO  zx.soft.tksdn.es.query.ESQueryCore [Line:87 ] - QTime=5
2016-04-19 10:35:52,006 [qtp1917513796-16 - /es/query?q=keyword:%E7%94%9F%E6%B4%BB&hlfl=content&agg=src_ip] INFO  z.s.t.s.controller.QueryController [Line:41 ] - QueryParams [indexName=tekuan, indexType=record, preferenceType=, searchType=, includes=null, q=keyword:生活, termAgg=src_ip, dateHistAgg=, term=, value=, hlfl=content, rangeFiled=, rangeStart=, rangeEnd=, timeZone=, sort=, from=0, size=10]
2016-04-19 10:35:52,011 [qtp1917513796-16 - /es/query?q=keyword:%E7%94%9F%E6%B4%BB&hlfl=content&agg=src_ip] INFO  zx.soft.tksdn.es.query.ESQueryCore [Line:86 ] - numFound=0
2016-04-19 10:35:52,012 [qtp1917513796-16 - /es/query?q=keyword:%E7%94%9F%E6%B4%BB&hlfl=content&agg=src_ip] INFO  zx.soft.tksdn.es.query.ESQueryCore [Line:87 ] - QTime=3
2016-04-19 10:36:09,461 [qtp1917513796-18 - /es/query?q=%E7%94%9F%E6%B4%BB&hlfl=content&agg=src_ip] INFO  z.s.t.s.controller.QueryController [Line:41 ] - QueryParams [indexName=tekuan, indexType=record, preferenceType=, searchType=, includes=null, q=生活, termAgg=src_ip, dateHistAgg=, term=, value=, hlfl=content, rangeFiled=, rangeStart=, rangeEnd=, timeZone=, sort=, from=0, size=10]
2016-04-19 10:36:10,540 [qtp1917513796-18 - /es/query?q=%E7%94%9F%E6%B4%BB&hlfl=content&agg=src_ip] INFO  zx.soft.tksdn.es.query.ESQueryCore [Line:86 ] - numFound=4276926
2016-04-19 10:36:10,540 [qtp1917513796-18 - /es/query?q=%E7%94%9F%E6%B4%BB&hlfl=content&agg=src_ip] INFO  zx.soft.tksdn.es.query.ESQueryCore [Line:87 ] - QTime=1071
2016-04-19 10:36:19,219 [qtp1917513796-14 - /es/query?q=%E7%94%9F%E6%B4%BB&hlfl=content&agg=src_ip&size=0] INFO  z.s.t.s.controller.QueryController [Line:41 ] - QueryParams [indexName=tekuan, indexType=record, preferenceType=, searchType=, includes=null, q=生活, termAgg=src_ip, dateHistAgg=, term=, value=, hlfl=content, rangeFiled=, rangeStart=, rangeEnd=, timeZone=, sort=, from=0, size=0]
2016-04-19 10:36:19,535 [qtp1917513796-14 - /es/query?q=%E7%94%9F%E6%B4%BB&hlfl=content&agg=src_ip&size=0] INFO  zx.soft.tksdn.es.query.ESQueryCore [Line:86 ] - numFound=4276926
2016-04-19 10:36:19,535 [qtp1917513796-14 - /es/query?q=%E7%94%9F%E6%B4%BB&hlfl=content&agg=src_ip&size=0] INFO  zx.soft.tksdn.es.query.ESQueryCore [Line:87 ] - QTime=314
2016-04-19 10:38:47,330 [main] INFO  org.eclipse.jetty.util.log [Line:186] - Logging initialized @471ms
2016-04-19 10:38:47,452 [main] INFO  org.eclipse.jetty.server.Server [Line:327] - jetty-9.2.10.v20150310
2016-04-19 10:38:47,481 [main] INFO  / [Line:2052] - Initializing Spring root WebApplicationContext
2016-04-19 10:38:47,481 [main] INFO  o.s.web.context.ContextLoader [Line:285] - Root WebApplicationContext: initialization started
2016-04-19 10:38:47,535 [main] INFO  o.s.w.c.s.XmlWebApplicationContext [Line:510] - Refreshing Root WebApplicationContext: startup date [Tue Apr 19 10:38:47 CST 2016]; root of context hierarchy
2016-04-19 10:38:47,563 [main] INFO  o.s.b.f.xml.XmlBeanDefinitionReader [Line:317] - Loading XML bean definitions from ServletContext resource [/WEB-INF/applicationContext.xml]
2016-04-19 10:38:47,855 [main] INFO  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor [Line:153] - JSR-330 'javax.inject.Inject' annotation found and supported for autowiring
2016-04-19 10:38:48,043 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping [Line:220] - Mapped "{[/es/query],methods=[GET],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public java.lang.Object zx.soft.tksdn.spring.controller.QueryController.queryData(javax.servlet.http.HttpServletRequest)
2016-04-19 10:38:48,319 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerAdapter [Line:523] - Looking for @ControllerAdvice: Root WebApplicationContext: startup date [Tue Apr 19 10:38:47 CST 2016]; root of context hierarchy
2016-04-19 10:38:48,353 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerAdapter [Line:523] - Looking for @ControllerAdvice: Root WebApplicationContext: startup date [Tue Apr 19 10:38:47 CST 2016]; root of context hierarchy
2016-04-19 10:38:48,390 [main] INFO  o.s.web.context.ContextLoader [Line:325] - Root WebApplicationContext: initialization completed in 909 ms
2016-04-19 10:38:48,394 [main] INFO  / [Line:2052] - Initializing Spring FrameworkServlet 'org.springframework.web.servlet.DispatcherServlet-42d8062c'
2016-04-19 10:38:48,394 [main] INFO  o.s.web.servlet.DispatcherServlet [Line:484] - FrameworkServlet 'org.springframework.web.servlet.DispatcherServlet-42d8062c': initialization started
2016-04-19 10:38:48,414 [main] INFO  o.s.web.servlet.DispatcherServlet [Line:503] - FrameworkServlet 'org.springframework.web.servlet.DispatcherServlet-42d8062c': initialization completed in 20 ms
2016-04-19 10:38:48,415 [main] INFO  o.e.j.server.handler.ContextHandler [Line:744] - Started o.e.j.s.ServletContextHandler@536aaa8d{/,file:/home/lb/workspace/tksdn-search/tksdn-springdemo/target/classes/webapp/,AVAILABLE}
2016-04-19 10:38:48,466 [main] INFO  o.e.jetty.server.ServerConnector [Line:266] - Started ServerConnector@4f7d0008{HTTP/1.1}{0.0.0.0:8900}
2016-04-19 10:38:48,467 [main] INFO  org.eclipse.jetty.server.Server [Line:379] - Started @1609ms
2016-04-19 10:38:48,467 [main] INFO  z.s.t.spring.server.QueryApiServer [Line:62 ] - Server started at port 8900
2016-04-19 10:38:57,486 [qtp459296537-10 - /es/query?q=%E7%94%9F%E6%B4%BB&hlfl=content&agg=src_ip&size=0] INFO  z.s.t.s.controller.QueryController [Line:41 ] - QueryParams [indexName=tekuan, indexType=record, preferenceType=, searchType=, includes=null, q=生活, termAgg=src_ip, dateHistAgg=, term=, value=, hlfl=content, rangeFiled=, rangeStart=, rangeEnd=, timeZone=, sort=, from=0, size=0]
2016-04-19 10:38:57,496 [qtp459296537-10 - /es/query?q=%E7%94%9F%E6%B4%BB&hlfl=content&agg=src_ip&size=0] INFO  zx.soft.utils.config.ConfigUtil [Line:33 ] - Load resource: utils.properties
2016-04-19 10:38:57,497 [qtp459296537-10 - /es/query?q=%E7%94%9F%E6%B4%BB&hlfl=content&agg=src_ip&size=0] INFO  zx.soft.utils.config.ConfigUtil [Line:33 ] - Load resource: elasticsearch.properties
2016-04-19 10:38:57,582 [qtp459296537-10 - /es/query?q=%E7%94%9F%E6%B4%BB&hlfl=content&agg=src_ip&size=0] INFO  org.elasticsearch.plugins [Line:180] - [Amphibian] modules [], plugins [], sites []
2016-04-19 10:38:58,842 [qtp459296537-10 - /es/query?q=%E7%94%9F%E6%B4%BB&hlfl=content&agg=src_ip&size=0] INFO  zx.soft.tksdn.es.query.ESQueryCore [Line:86 ] - numFound=4276926
2016-04-19 10:38:58,842 [qtp459296537-10 - /es/query?q=%E7%94%9F%E6%B4%BB&hlfl=content&agg=src_ip&size=0] INFO  zx.soft.tksdn.es.query.ESQueryCore [Line:87 ] - QTime=419
2016-04-19 10:39:05,394 [qtp459296537-13 - /es/query?q=%E7%94%9F%E6%B4%BB&hlfl=content&agg=src_ip] INFO  z.s.t.s.controller.QueryController [Line:41 ] - QueryParams [indexName=tekuan, indexType=record, preferenceType=, searchType=, includes=null, q=生活, termAgg=src_ip, dateHistAgg=, term=, value=, hlfl=content, rangeFiled=, rangeStart=, rangeEnd=, timeZone=, sort=, from=0, size=10]
2016-04-19 10:39:06,070 [qtp459296537-13 - /es/query?q=%E7%94%9F%E6%B4%BB&hlfl=content&agg=src_ip] INFO  zx.soft.tksdn.es.query.ESQueryCore [Line:86 ] - numFound=4276926
2016-04-19 10:39:06,070 [qtp459296537-13 - /es/query?q=%E7%94%9F%E6%B4%BB&hlfl=content&agg=src_ip] INFO  zx.soft.tksdn.es.query.ESQueryCore [Line:87 ] - QTime=408
2016-04-19 10:39:18,711 [qtp459296537-14 - /es/query?q=%E4%BD%93%E8%82%B2&hlfl=content&agg=src_ip] INFO  z.s.t.s.controller.QueryController [Line:41 ] - QueryParams [indexName=tekuan, indexType=record, preferenceType=, searchType=, includes=null, q=体育, termAgg=src_ip, dateHistAgg=, term=, value=, hlfl=content, rangeFiled=, rangeStart=, rangeEnd=, timeZone=, sort=, from=0, size=10]
2016-04-19 10:39:19,356 [qtp459296537-14 - /es/query?q=%E4%BD%93%E8%82%B2&hlfl=content&agg=src_ip] INFO  zx.soft.tksdn.es.query.ESQueryCore [Line:86 ] - numFound=5436546
2016-04-19 10:39:19,356 [qtp459296537-14 - /es/query?q=%E4%BD%93%E8%82%B2&hlfl=content&agg=src_ip] INFO  zx.soft.tksdn.es.query.ESQueryCore [Line:87 ] - QTime=631
2016-04-19 10:45:29,842 [main] INFO  org.eclipse.jetty.util.log [Line:186] - Logging initialized @409ms
2016-04-19 10:45:29,952 [main] INFO  org.eclipse.jetty.server.Server [Line:327] - jetty-9.2.10.v20150310
2016-04-19 10:45:29,981 [main] INFO  / [Line:2052] - Initializing Spring root WebApplicationContext
2016-04-19 10:45:29,981 [main] INFO  o.s.web.context.ContextLoader [Line:285] - Root WebApplicationContext: initialization started
2016-04-19 10:45:30,035 [main] INFO  o.s.w.c.s.XmlWebApplicationContext [Line:510] - Refreshing Root WebApplicationContext: startup date [Tue Apr 19 10:45:30 CST 2016]; root of context hierarchy
2016-04-19 10:45:30,067 [main] INFO  o.s.b.f.xml.XmlBeanDefinitionReader [Line:317] - Loading XML bean definitions from ServletContext resource [/WEB-INF/applicationContext.xml]
2016-04-19 10:45:30,361 [main] INFO  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor [Line:153] - JSR-330 'javax.inject.Inject' annotation found and supported for autowiring
2016-04-19 10:45:30,553 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping [Line:220] - Mapped "{[/es/query],methods=[GET],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public java.lang.Object zx.soft.tksdn.spring.controller.QueryController.queryData(javax.servlet.http.HttpServletRequest)
2016-04-19 10:45:30,849 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerAdapter [Line:523] - Looking for @ControllerAdvice: Root WebApplicationContext: startup date [Tue Apr 19 10:45:30 CST 2016]; root of context hierarchy
2016-04-19 10:45:30,903 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerAdapter [Line:523] - Looking for @ControllerAdvice: Root WebApplicationContext: startup date [Tue Apr 19 10:45:30 CST 2016]; root of context hierarchy
2016-04-19 10:45:30,937 [main] INFO  o.s.web.context.ContextLoader [Line:325] - Root WebApplicationContext: initialization completed in 956 ms
2016-04-19 10:45:30,941 [main] INFO  / [Line:2052] - Initializing Spring FrameworkServlet 'org.springframework.web.servlet.DispatcherServlet-42d8062c'
2016-04-19 10:45:30,941 [main] INFO  o.s.web.servlet.DispatcherServlet [Line:484] - FrameworkServlet 'org.springframework.web.servlet.DispatcherServlet-42d8062c': initialization started
2016-04-19 10:45:30,964 [main] INFO  o.s.web.servlet.DispatcherServlet [Line:503] - FrameworkServlet 'org.springframework.web.servlet.DispatcherServlet-42d8062c': initialization completed in 22 ms
2016-04-19 10:45:30,965 [main] INFO  o.e.j.server.handler.ContextHandler [Line:744] - Started o.e.j.s.ServletContextHandler@536aaa8d{/,file:/home/lb/workspace/tksdn-search/tksdn-springdemo/target/classes/webapp/,AVAILABLE}
2016-04-19 10:45:31,056 [main] INFO  o.e.jetty.server.ServerConnector [Line:266] - Started ServerConnector@4f7d0008{HTTP/1.1}{0.0.0.0:8900}
2016-04-19 10:45:31,057 [main] INFO  org.eclipse.jetty.server.Server [Line:379] - Started @1626ms
2016-04-19 10:45:31,057 [main] INFO  z.s.t.spring.server.QueryApiServer [Line:62 ] - Server started at port 8900
2016-04-19 10:45:35,046 [qtp459296537-12 - /es/query?q=keyword:%22%E4%BD%93%E8%82%B2%22&hlfl=content&agg=src_ip] INFO  z.s.t.s.controller.QueryController [Line:41 ] - QueryParams [indexName=tekuan, indexType=record, preferenceType=, searchType=, includes=null, q=keyword:"体育", termAgg=src_ip, dateHistAgg=, term=, value=, hlfl=content, rangeFiled=, rangeStart=, rangeEnd=, timeZone=, sort=, from=0, size=10]
2016-04-19 10:45:35,057 [qtp459296537-12 - /es/query?q=keyword:%22%E4%BD%93%E8%82%B2%22&hlfl=content&agg=src_ip] INFO  zx.soft.utils.config.ConfigUtil [Line:33 ] - Load resource: utils.properties
2016-04-19 10:45:35,058 [qtp459296537-12 - /es/query?q=keyword:%22%E4%BD%93%E8%82%B2%22&hlfl=content&agg=src_ip] INFO  zx.soft.utils.config.ConfigUtil [Line:33 ] - Load resource: elasticsearch.properties
2016-04-19 10:45:35,144 [qtp459296537-12 - /es/query?q=keyword:%22%E4%BD%93%E8%82%B2%22&hlfl=content&agg=src_ip] INFO  org.elasticsearch.plugins [Line:180] - [Blue Streak] modules [], plugins [], sites []
2016-04-19 10:45:36,062 [qtp459296537-12 - /es/query?q=keyword:%22%E4%BD%93%E8%82%B2%22&hlfl=content&agg=src_ip] INFO  zx.soft.tksdn.es.query.ESQueryCore [Line:86 ] - numFound=0
2016-04-19 10:45:36,062 [qtp459296537-12 - /es/query?q=keyword:%22%E4%BD%93%E8%82%B2%22&hlfl=content&agg=src_ip] INFO  zx.soft.tksdn.es.query.ESQueryCore [Line:87 ] - QTime=48
2016-04-19 10:46:34,581 [qtp459296537-12 - /es/query?q=keyword:%22%E4%BD%93%E8%82%B2%22&hlfl=content&agg=src_ip] INFO  z.s.t.s.controller.QueryController [Line:41 ] - QueryParams [indexName=tekuan, indexType=record, preferenceType=, searchType=, includes=null, q=keyword:"体育", termAgg=src_ip, dateHistAgg=, term=, value=, hlfl=content, rangeFiled=, rangeStart=, rangeEnd=, timeZone=, sort=, from=0, size=10]
2016-04-19 10:46:34,613 [qtp459296537-12 - /es/query?q=keyword:%22%E4%BD%93%E8%82%B2%22&hlfl=content&agg=src_ip] INFO  zx.soft.tksdn.es.query.ESQueryCore [Line:86 ] - numFound=0
2016-04-19 10:46:34,614 [qtp459296537-12 - /es/query?q=keyword:%22%E4%BD%93%E8%82%B2%22&hlfl=content&agg=src_ip] INFO  zx.soft.tksdn.es.query.ESQueryCore [Line:87 ] - QTime=30
2016-04-19 10:46:42,352 [qtp459296537-14 - /es/query?q=%E4%BD%93%E8%82%B2&hlfl=content&agg=src_ip] INFO  z.s.t.s.controller.QueryController [Line:41 ] - QueryParams [indexName=tekuan, indexType=record, preferenceType=, searchType=, includes=null, q=体育, termAgg=src_ip, dateHistAgg=, term=, value=, hlfl=content, rangeFiled=, rangeStart=, rangeEnd=, timeZone=, sort=, from=0, size=10]
2016-04-19 10:46:43,036 [qtp459296537-14 - /es/query?q=%E4%BD%93%E8%82%B2&hlfl=content&agg=src_ip] INFO  zx.soft.tksdn.es.query.ESQueryCore [Line:86 ] - numFound=5436546
2016-04-19 10:46:43,037 [qtp459296537-14 - /es/query?q=%E4%BD%93%E8%82%B2&hlfl=content&agg=src_ip] INFO  zx.soft.tksdn.es.query.ESQueryCore [Line:87 ] - QTime=520
2016-04-19 10:49:21,357 [main] INFO  org.eclipse.jetty.util.log [Line:186] - Logging initialized @885ms
2016-04-19 10:49:21,479 [main] INFO  org.eclipse.jetty.server.Server [Line:327] - jetty-9.2.10.v20150310
2016-04-19 10:49:21,515 [main] INFO  / [Line:2052] - Initializing Spring root WebApplicationContext
2016-04-19 10:49:21,515 [main] INFO  o.s.web.context.ContextLoader [Line:285] - Root WebApplicationContext: initialization started
2016-04-19 10:49:21,592 [main] INFO  o.s.w.c.s.XmlWebApplicationContext [Line:510] - Refreshing Root WebApplicationContext: startup date [Tue Apr 19 10:49:21 CST 2016]; root of context hierarchy
2016-04-19 10:49:21,628 [main] INFO  o.s.b.f.xml.XmlBeanDefinitionReader [Line:317] - Loading XML bean definitions from ServletContext resource [/WEB-INF/applicationContext.xml]
2016-04-19 10:49:21,960 [main] INFO  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor [Line:153] - JSR-330 'javax.inject.Inject' annotation found and supported for autowiring
2016-04-19 10:49:22,208 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping [Line:220] - Mapped "{[/es/query],methods=[GET],params=[],headers=[],consumes=[],produces=[],custom=[]}" onto public java.lang.Object zx.soft.tksdn.spring.controller.QueryController.queryData(javax.servlet.http.HttpServletRequest)
